gene	BF.misA	BF.misB	BF.pLoF	BF.total	qval	pval	oe_lof_upper	oe_lof_upper_bin	dn.misA	dn.misB	dn.pLoF	case.pLoF	ctrl.pLoF
GPX4	0.888931	0.970801	0.118241	0.102039	0.976858	0.548372	1.278	7	0	0	0	0	0
POLR3GL	0.897136	0.973043	0.116885	0.102035	0.97686	0.548475	1.165	6	0	0	0	0	0
GCC2	0.550769	0.862051	0.214903	0.102034	0.976862	0.54849	0.414	1	0	0	0	3	2
PPP1R35	0.911836	0.977024	0.114527	0.102031	0.976865	0.548591	1.364	7	0	0	0	0	0
PRRT3	0.644157	0.895957	0.176765	0.102018	0.976869	0.548659	0.765	4	0	0	0	2	2
RAB4A	0.891251	0.971437	0.117808	0.101998	0.976871	0.548714	0.589	3	0	0	0	0	0
CLDN1	0.907426	0.975834	0.115186	0.101997	0.976873	0.548765	1.177	6	0	0	0	0	0
C9orf129	0.895991	0.972731	0.116998	0.101971	0.976875	0.548817	1.85	9	0	0	0	0	0
STEAP1B	0.890929	0.971349	0.117825	0.101966	0.976877	0.548868	1.277	7	0	0	0	0	0
TMED9	0.896858	0.972967	0.116851	0.101966	0.976879	0.548919	0.824	4	0	0	0	0	0
COX11	0.898763	0.973486	0.116535	0.10196	0.976881	0.548969	0.83	4	0	0	0	0	0
NRSN2	0.877886	0.96776	0.120008	0.101956	0.976882	0.54902	1.566	8	0	0	0	0	0
FGFR1OP2	0.882133	0.968933	0.119281	0.101953	0.976884	0.54907	0.872	4	0	0	0	0	0
AP000350.10	0.906166	0.975494	0.115334	0.10195	0.976886	0.549122	1.689	8	0	0	0	0	0
C17orf62	0.901086	0.974117	0.116148	0.10195	0.976888	0.549173	1.312	7	0	0	0	0	0
SOX21	0.926821	0.981036	0.112122	0.101946	0.97689	0.549223	0.726	3	0	0	0	0	0
TMEM156	0.892751	0.971847	0.117486	0.101933	0.976892	0.549319	1.657	8	0	0	0	0	0
ERP29	0.878934	0.96805	0.119797	0.10193	0.976894	0.549371	0.531	2	0	0	0	0	0
APOBEC3H	0.879636	0.968244	0.119673	0.101926	0.976896	0.549421	1.017	5	0	0	0	0	0
ANKRD46	0.899556	0.973702	0.116343	0.101905	0.976898	0.549492	0.597	3	0	0	0	0	0
PPP1R2	0.919013	0.978951	0.113268	0.101904	0.976899	0.549546	0.746	3	0	0	0	0	0
ISG20	0.87589	0.967208	0.120277	0.101895	0.976901	0.549597	1.694	8	0	0	0	0	0
FGD2	0.666207	0.903449	0.169269	0.101881	0.976903	0.54964	0.806	4	0	0	0	0	1
OR4A5	0.887602	0.970437	0.118271	0.101874	0.976905	0.549691	1.95	9	0	0	0	0	0
OR5I1	0.87883	0.968021	0.119747	0.101872	0.976907	0.549742	1.936	9	0	0	0	0	0
PRAMEF20	0.961325	0.990103	0.106995	0.101839	0.976909	0.549816	1.934	9	0	0	0	0	0
UQCRFS1	0.893393	0.972022	0.117258	0.101827	0.976911	0.549866	0.949	5	0	0	0	0	0
CD27	0.876797	0.967459	0.120027	0.101815	0.976913	0.549918	0.92	5	0	0	0	0	0
TSGA13	0.892684	0.971828	0.11735	0.101805	0.976916	0.550046	1.563	8	0	0	0	0	0
RNF103-CHMP3	0.903444	0.974757	0.115598	0.1018	0.976918	0.550098	0.887	4	0	0	0	0	0
OR13G1	0.877032	0.967524	0.119969	0.101799	0.97692	0.550148	1.731	8	0	0	0	0	0
RAD1	0.899898	0.973794	0.116161	0.101794	0.976922	0.5502	1.095	6	0	0	0	0	0
OR10K1	0.879729	0.96827	0.119481	0.101775	0.976926	0.550303	1.136	6	0	0	0	0	0
OR2A25	0.882019	0.968901	0.11909	0.101773	0.976928	0.550354	1.575	8	0	0	0	0	0
HLA-DOB	0.895759	0.972668	0.116794	0.10176	0.97693	0.550426	1.353	7	0	0	0	0	0
C1orf216	0.897005	0.973007	0.116585	0.101755	0.976932	0.550476	1.481	7	0	0	0	0	0
MOB3C	0.806543	0.947441	0.133155	0.101751	0.976933	0.550494	1.213	6	0	0	0	1	2
UCP2	0.823545	0.952395	0.129721	0.101745	0.976935	0.550513	1.549	8	0	0	0	1	2
OR13C9	0.890798	0.971313	0.117559	0.101717	0.976939	0.550618	1.47	7	0	0	0	0	0
CLDN4	0.851345	0.960342	0.124412	0.101717	0.976941	0.550668	1.827	9	0	0	0	0	0
TRNT1	0.84349	0.958115	0.125862	0.101717	0.976943	0.550693	0.876	4	0	0	0	1	2
CHMP6	0.895731	0.97266	0.116746	0.101714	0.976945	0.550744	0.239	0	0	0	0	0	0
C12orf5	0.887115	0.970303	0.118151	0.101701	0.976948	0.550847	0.545	2	0	0	0	0	0
RNASEK-C17orf49	0.897297	0.973087	0.116471	0.101697	0.97695	0.550898	0.708	3	0	0	0	0	0
C1QTNF5	0.901298	0.974175	0.115819	0.101691	0.976952	0.550949	0.503	2	0	0	0	0	0
OR52A1	0.880813	0.968569	0.11918	0.101676	0.976954	0.551013	1.575	8	0	0	0	0	0
OR6N2	0.88202	0.968902	0.118969	0.10167	0.976956	0.551064	1.381	7	0	0	0	0	0
HSD17B8	0.897117	0.973038	0.116462	0.101663	0.976958	0.551115	1.089	6	0	0	0	0	0
MRRF	0.887094	0.970297	0.118094	0.101649	0.976962	0.551216	1.592	8	0	0	0	0	0
RPS3A	0.888148	0.970587	0.117901	0.101634	0.976964	0.551267	0.276	1	0	0	0	0	0
ONECUT3	0.94051	0.984661	0.109738	0.101627	0.976965	0.551342	1.692	8	0	0	0	0	0
GSTM3	0.899377	0.973653	0.116051	0.101623	0.976967	0.551393	1.172	6	0	0	0	0	0
CDC5L	0.703123	0.91561	0.157827	0.101607	0.976971	0.55147	0.129	0	0	0	0	0	1
OR8K5	0.889129	0.970856	0.117701	0.101601	0.976975	0.551573	1.899	9	0	0	0	0	0
PDAP1	0.893955	0.972176	0.116891	0.101587	0.976979	0.551677	0.806	4	0	0	0	0	0
C14orf164	0.904269	0.97498	0.115218	0.101581	0.97698	0.551748	1.14	6	0	0	0	0	0
PLG	0.683068	0.909061	0.163582	0.101577	0.976982	0.551775	0.443	2	0	0	0	0	1
KRTAP10-5	0.859993	0.962777	0.122671	0.101569	0.976984	0.551825	1.395	7	0	0	0	0	0
PRAMEF16	0.964741	0.990989	0.106232	0.101563	0.976986	0.551877	1.882	9	0	0	0	0	0
RAB3C	0.898705	0.97347	0.116086	0.10156	0.976988	0.551928	1.174	6	0	0	0	0	0
VENTX	0.864558	0.964055	0.121835	0.101547	0.97699	0.551998	1.916	9	0	0	0	0	0
ZNF776	0.81062	0.948636	0.132044	0.10154	0.976992	0.552021	1.855	9	0	0	0	1	2
TRAPPC10	0.52741	0.852942	0.225711	0.101536	0.976994	0.552044	0.204	0	0	0	0	1	1
GLYATL2	0.897106	0.973035	0.116319	0.101536	0.976995	0.552095	1.648	8	0	0	0	0	0
OR13D1	0.88355	0.969323	0.118554	0.101535	0.976997	0.552146	1.441	7	0	0	0	0	0
OR4N4	0.884254	0.969517	0.11843	0.10153	0.976999	0.552197	1.865	9	0	0	0	0	0
MDFI	0.883293	0.969252	0.118589	0.101528	0.977001	0.552249	0.734	3	0	0	0	0	0
OR1L6	0.875355	0.96706	0.119931	0.101524	0.977003	0.552299	1.91	9	0	0	0	0	0
CHP1	0.897153	0.973048	0.116279	0.101509	0.977005	0.552351	0.535	2	0	0	0	0	0
OR5H6	0.888306	0.97063	0.117728	0.101507	0.977007	0.552402	1.861	9	0	0	0	0	0
LSP1	0.969146	0.992127	0.105567	0.101504	0.977008	0.552454	0.896	4	0	0	0	0	0
TNF	0.882533	0.969043	0.118689	0.101504	0.97701	0.552505	0.487	2	0	0	0	0	0
MYBL2	0.67866	0.907603	0.164791	0.101504	0.977012	0.552534	0.437	2	0	0	0	0	1
MFN2	0.653794	0.899253	0.172638	0.101499	0.977016	0.552614	0.282	1	0	0	0	0	1
PLK4	0.692806	0.912258	0.160582	0.101491	0.977018	0.55264	0.569	2	0	0	0	0	1
OR4N2	0.876514	0.967381	0.119675	0.101475	0.97702	0.552692	1.799	9	0	0	0	0	0
KATNBL1	0.897958	0.973267	0.116083	0.101451	0.977022	0.552742	0.446	2	0	0	0	0	0
TMEM8C	0.869455	0.965421	0.120852	0.101442	0.977023	0.55281	1.283	7	0	0	0	0	0
PSMB9	0.887711	0.970467	0.117751	0.101442	0.977025	0.55286	0.955	5	0	0	0	0	0
TSPAN3	0.902138	0.974403	0.115397	0.101439	0.977027	0.552912	0.772	4	0	0	0	0	0
TLCD1	0.882457	0.969022	0.118626	0.101439	0.977029	0.552962	1.113	6	0	0	0	0	0
STMND1	0.901097	0.97412	0.115563	0.101439	0.977031	0.553013	1.425	7	0	0	0	0	0
STX7	0.898233	0.973342	0.116021	0.101436	0.977033	0.553064	1.023	5	0	0	0	0	0
BARX1	0.928734	0.981545	0.111233	0.101399	0.977037	0.553249	0.683	3	0	0	0	0	0
PCDHB7	0.611877	0.884656	0.187324	0.101399	0.977038	0.553273	1.798	9	0	0	0	0	1
BNIP1	0.886791	0.970214	0.117848	0.101394	0.97704	0.553324	1.245	6	0	0	0	0	0
NKX2-4	0.920623	0.979382	0.112443	0.101383	0.977042	0.553376	1.545	8	0	0	0	0	0
RP11-1035H13.3	0.892669	0.971824	0.11686	0.101378	0.977044	0.553427	0.617	3	0	0	0	0	0
RILPL2	0.917385	0.978515	0.112926	0.101371	0.977046	0.553478	1.148	6	0	0	0	0	0
C3orf49	0.901349	0.974189	0.115435	0.101362	0.977048	0.553529	1.471	7	0	0	0	0	0
ASCC3	0.406497	3.24015	0.0769567	0.101361	0.97705	0.553529	0.568	2	0	1	0	4	3
ODF4	0.894246	0.972255	0.116582	0.101361	0.977051	0.55358	1.214	6	0	0	0	0	0
SCN3B	0.87937	0.968171	0.119053	0.101359	0.977053	0.553632	0.801	4	0	0	0	0	0
GABPB2	0.825786	0.953042	0.128773	0.101345	0.977055	0.553654	0.879	4	0	0	0	1	2
RND2	0.869635	0.965471	0.120698	0.101339	0.977057	0.553705	1.112	6	0	0	0	0	0
TIMMDC1	0.882415	0.96901	0.1185	0.101325	0.977061	0.553807	1.268	7	0	0	0	0	0
FGF11	0.888442	0.970667	0.117495	0.101325	0.977063	0.553858	1.271	7	0	0	0	0	0
CCDC70	0.884553	0.969599	0.118137	0.101322	0.977064	0.553909	1.78	9	0	0	0	0	0
HIPK2	0.501236	0.842388	0.23996	0.10132	0.977066	0.553931	0.156	0	0	0	0	1	1
FSTL3	0.884744	0.969651	0.118101	0.101318	0.977068	0.553982	0.586	3	0	0	0	0	0
OR4C5	0.895917	0.972711	0.116218	0.10128	0.977074	0.554206	1.663	8	0	0	0	0	0
MED4	0.904551	0.975057	0.114825	0.101275	0.977076	0.554256	0.788	4	0	0	0	0	0
TNFSF13B	0.894455	0.972312	0.116445	0.101271	0.977077	0.554307	0.244	0	0	0	0	0	0
DMGDH	0.69701	0.913628	0.159006	0.101257	0.977079	0.554333	1.173	6	0	0	0	0	1
RPS7	0.896315	0.97282	0.116114	0.101246	0.977081	0.554411	0.309	1	0	0	0	0	0
ATG5	0.897815	0.973228	0.115866	0.101241	0.977083	0.554462	0.295	1	0	0	0	0	0
OR2H2	0.879248	0.968137	0.118913	0.101223	0.977085	0.554514	1.777	9	0	0	0	0	0
NABP2	0.895287	0.972539	0.116242	0.101212	0.977087	0.554596	0.27	1	0	0	0	0	0
RPL18A	0.859712	0.962698	0.122262	0.101189	0.97709	0.554698	0.243	0	0	0	0	0	0
THAP3	0.867752	0.964947	0.120839	0.101183	0.977092	0.554749	1.358	7	0	0	0	0	0
PTPN20A	0.994357	0.998573	0.101901	0.101181	0.977094	0.554799	1.929	9	0	0	0	0	0
PID1	0.872753	0.966338	0.11997	0.10118	0.977096	0.55485	1.209	6	0	0	0	0	0
DCUN1D1	0.904968	0.97517	0.114648	0.101177	0.977098	0.5549	0.276	1	0	0	0	0	0
FAM118A	0.807432	0.947702	0.132182	0.101147	0.977102	0.555021	1.004	5	0	0	0	1	2
SOD3	0.865053	0.964193	0.121262	0.101142	0.977103	0.555072	1.671	8	0	0	0	0	0
FCGR3A	0.887227	0.970334	0.117482	0.101141	0.977105	0.555122	1.496	8	0	0	0	0	0
PNO1	0.903482	0.974767	0.114841	0.101139	0.977107	0.555173	0.673	3	0	0	0	0	0
CDCA3	0.884755	0.969655	0.117882	0.101131	0.977109	0.555224	0.504	2	0	0	0	0	0
AP001468.1	0.879208	0.968126	0.118808	0.101127	0.977111	0.555275	1.258	7	0	0	0	0	0
NRBF2	0.897064	0.973023	0.115855	0.101125	0.977113	0.555326	1.058	5	0	0	0	0	0
GPR160	0.8933	0.971997	0.116456	0.101117	0.977115	0.555379	1.263	7	0	0	0	0	0
NAA11	0.875094	0.966987	0.119494	0.101116	0.977116	0.555431	1.226	6	0	0	0	0	0
TMEM150C	0.895304	0.972544	0.116128	0.101116	0.977118	0.555483	0.867	4	0	0	0	0	0
CIB2	0.898451	0.973401	0.11561	0.101107	0.97712	0.555533	1.091	6	0	0	0	0	0
FAM207A	0.870979	0.965845	0.120187	0.101105	0.977122	0.555584	0.942	5	0	0	0	0	0
GPR182	0.791478	0.942991	0.135457	0.1011	0.977124	0.555609	1.346	7	0	0	0	1	2
EXOSC9	0.830559	0.954417	0.127536	0.101098	0.977126	0.55563	1.11	6	0	0	0	1	2
RBM7	0.892575	0.971799	0.116548	0.101094	0.977128	0.55568	0.524	2	0	0	0	0	0
OR2W1	0.8836	0.969337	0.11801	0.101076	0.977129	0.555729	1.132	6	0	0	0	0	0
TMEM71	0.89329	0.971994	0.116388	0.101056	0.977131	0.55578	1.446	7	0	0	0	0	0
NANOG	0.902606	0.97453	0.11488	0.10105	0.977133	0.555832	0.557	2	0	0	0	0	0
PRAMEF6	0.955604	0.988616	0.106959	0.101047	0.977135	0.555905	1.978	9	0	0	0	0	0
TAF11	0.909627	0.976428	0.113757	0.101037	0.977137	0.555958	0.832	4	0	0	0	0	0
OR52N1	0.881221	0.968681	0.118356	0.101031	0.977139	0.556012	1.211	6	0	0	0	0	0
OR13C8	0.875574	0.96712	0.119305	0.101026	0.97714	0.556063	1.856	9	0	0	0	0	0
CCDC86	0.822778	0.952173	0.128939	0.101015	0.977142	0.556083	1.024	5	0	0	0	1	2
XBP1	0.903575	0.974792	0.114665	0.100997	0.977144	0.556142	0.725	3	0	0	0	0	0
OR9Q1	0.868467	0.965146	0.120489	0.100993	0.977146	0.556193	1.628	8	0	0	0	0	0
AGPAT4	0.796166	0.944382	0.134309	0.100985	0.977148	0.556213	0.534	2	0	0	0	1	2
CRYBA1	0.888535	0.970693	0.117078	0.10098	0.97715	0.556265	1.002	5	0	0	0	0	0
RPS9	0.872369	0.966231	0.119794	0.100976	0.977152	0.556315	0.434	2	0	0	0	0	0
GSX2	0.889907	0.971069	0.116845	0.100973	0.977153	0.556366	0.826	4	0	0	0	0	0
OR2M4	0.875612	0.967131	0.119231	0.100968	0.977155	0.556418	1.669	8	0	0	0	0	0
OR10G4	0.864169	0.963946	0.121205	0.100965	0.977157	0.556468	1.929	9	0	0	0	0	0
OR2J2	0.870245	0.965641	0.120118	0.10094	0.977159	0.556541	1.495	8	0	0	0	0	0
OR5B3	0.886638	0.970172	0.11734	0.100935	0.977161	0.556592	1.874	9	0	0	0	0	0
OR8B3	0.889021	0.970826	0.116945	0.100934	0.977163	0.556644	1.646	8	0	0	0	0	0
BCL7B	0.903438	0.974755	0.114615	0.100934	0.977164	0.556695	0.714	3	0	0	0	0	0
NUS1	0.887959	0.970535	0.11712	0.100933	0.977166	0.556746	0.247	0	0	0	0	0	0
FOLR4	0.880353	0.968442	0.118377	0.100925	0.977168	0.556797	1.936	9	0	0	0	0	0
FASLG	0.884091	0.969472	0.11773	0.100907	0.97717	0.55685	0.716	3	0	0	0	0	0
RCAN3	0.895746	0.972664	0.115814	0.100905	0.977172	0.5569	1.313	7	0	0	0	0	0
CBLN4	0.892833	0.971869	0.116281	0.100899	0.977174	0.556953	1.004	5	0	0	0	0	0
MMP23B	0.950876	0.987382	0.107462	0.100894	0.977175	0.557031	1.834	9	0	0	0	0	0
PLEKHH1	0.50978	0.845875	0.233975	0.100892	0.977177	0.557054	0.537	2	0	0	0	1	1
CEACAM3	0.882874	0.969137	0.117907	0.100885	0.977179	0.557131	1.52	8	0	0	0	0	0
GRAP	0.921216	0.97954	0.111791	0.100877	0.977181	0.557181	1.217	6	0	0	0	0	0
PRRX1	0.876223	0.9673	0.118999	0.10086	0.977185	0.557282	0.659	3	0	0	0	0	0
GGT7	0.670499	0.904887	0.166211	0.100845	0.977187	0.557306	0.303	1	0	0	0	0	1
OR51D1	0.874712	0.966882	0.119229	0.100837	0.977188	0.557357	1.536	8	0	0	0	0	0
TIGIT	0.885073	0.969742	0.117481	0.100833	0.97719	0.557409	1.05	5	0	0	0	0	0
FOXE1	0.890846	0.971326	0.116508	0.100814	0.977192	0.557467	0.576	2	0	0	0	0	0
CREG2	0.91295	0.977324	0.112988	0.100814	0.977194	0.557518	1.497	8	0	0	0	0	0
PIGC	0.871534	0.965999	0.119738	0.100808	0.977196	0.557569	1.056	5	0	0	0	0	0
OR6V1	0.872516	0.966272	0.119566	0.100805	0.977198	0.55762	1.873	9	0	0	0	0	0
SERPINA4	0.793296	0.943531	0.134675	0.100804	0.977199	0.557637	1.664	8	0	0	0	1	2
CTDNEP1	0.888575	0.970704	0.116866	0.100802	0.977201	0.557687	0.264	0	0	0	0	0	0
IGF2	0.850326	0.960054	0.12347	0.100795	0.977203	0.557788	1.131	6	0	0	0	0	0
VGLL2	0.915356	0.97797	0.112594	0.100793	0.977205	0.557867	0.57	2	0	0	0	0	0
RAB3B	0.882078	0.968918	0.117932	0.100791	0.977207	0.557918	0.754	4	0	0	0	0	0
C12orf29	0.893001	0.971915	0.116122	0.100785	0.977209	0.557971	1.36	7	0	0	0	0	0
OR14J1	0.866087	0.964482	0.12065	0.100782	0.97721	0.558021	1.959	9	0	0	0	0	0
CASS4	0.663613	0.902577	0.168245	0.100773	0.977214	0.558094	0.446	2	0	0	0	0	1
RAC3	0.876831	0.967468	0.11879	0.10077	0.977216	0.558146	1.266	7	0	0	0	0	0
LCN9	0.905674	0.975361	0.11407	0.100765	0.977218	0.558213	1.055	5	0	0	0	0	0
OR8A1	0.871713	0.966049	0.119652	0.100761	0.97722	0.558263	1.501	8	0	0	0	0	0
AK2	0.888585	0.970706	0.116787	0.100735	0.977223	0.55839	1.223	6	0	0	0	0	0
MOSPD3	0.871014	0.965855	0.119737	0.100731	0.977225	0.558441	1.21	6	0	0	0	0	0
NKX3-1	0.89511	0.972491	0.115718	0.100731	0.977227	0.558492	1.381	7	0	0	0	0	0
MYF6	0.889957	0.971082	0.116555	0.100729	0.977229	0.558544	1.132	6	0	0	0	0	0
PDYN	0.868298	0.965099	0.120163	0.100696	0.977231	0.558597	1.656	8	0	0	0	0	0
PDXP	0.899046	0.973563	0.115032	0.100685	0.977232	0.558649	1.32	7	0	0	0	0	0
TMUB1	0.886139	0.970035	0.117131	0.100684	0.977234	0.5587	1.206	6	0	0	0	0	0
SF3A1	0.672346	0.905504	0.165365	0.100676	0.977236	0.558725	0.298	1	0	0	0	0	1
RABL2B	0.895481	0.972592	0.115586	0.100668	0.977238	0.558795	1.501	8	0	0	0	0	0
SYNGR2	0.887794	0.970489	0.116828	0.100658	0.97724	0.558872	1.578	8	0	0	0	0	0
TNNT2	0.842926	0.957955	0.124635	0.100641	0.977242	0.558895	0.638	3	0	0	0	1	2
CDK1	0.896149	0.972774	0.115438	0.100633	0.977243	0.558946	0.207	0	0	0	0	0	0
CTD-2116N17.1	0.842887	0.957944	0.12463	0.100631	0.977245	0.558997	0.494	2	0	0	0	0	0
IL1A	0.896658	0.972913	0.115343	0.100622	0.977247	0.559046	1.309	7	0	0	0	0	0
FAM57A	0.874412	0.966798	0.119025	0.100621	0.977249	0.559097	0.649	3	0	0	0	0	0
OR51V1	0.873639	0.966584	0.119141	0.100608	0.977251	0.559148	1.428	7	0	0	0	0	0
GID4	0.899144	0.97359	0.114927	0.100607	0.977253	0.5592	0.379	1	0	0	0	0	0
EIF6	0.891211	0.971426	0.116202	0.100602	0.977254	0.55925	0.663	3	0	0	0	0	0
ZMAT4	0.897782	0.973219	0.115132	0.100595	0.977258	0.559352	0.731	3	0	0	0	0	0
OR2D2	0.879598	0.968233	0.118086	0.100569	0.977265	0.559557	1.884	9	0	0	0	0	0
FSBP	0.895168	0.972507	0.115504	0.100553	0.977267	0.559608	1.269	7	0	0	0	0	0
ABHD17B	0.874687	0.966875	0.118881	0.100539	0.977269	0.55969	0.65	3	0	0	0	0	0
TMEM179	0.917687	0.978596	0.111931	0.100519	0.977273	0.55983	0.803	4	0	0	0	0	0
PDX1	0.894377	0.972291	0.115589	0.100515	0.977274	0.559881	1.053	5	0	0	0	0	0
BTLA	0.903696	0.974825	0.114094	0.100511	0.977276	0.559935	0.787	4	0	0	0	0	0
AC069368.3	0.886079	0.970019	0.116939	0.10051	0.977278	0.559985	0.707	3	0	0	0	0	0
LTB	0.90375	0.97484	0.114074	0.100501	0.97728	0.560037	1.917	9	0	0	0	0	0
ELF5	0.88489	0.969692	0.117112	0.100491	0.977284	0.560139	0.801	4	0	0	0	0	0
CD79B	0.871539	0.966001	0.119356	0.100487	0.977285	0.560189	0.384	1	0	0	0	0	0
TMEM221	0.892981	0.97191	0.115782	0.100486	0.977287	0.56024	1.848	9	0	0	0	0	0
KRTAP10-1	0.853334	0.960903	0.122543	0.100482	0.977289	0.56029	1.66	8	0	0	0	0	0
OR4D5	0.870965	0.965841	0.119442	0.100477	0.977291	0.56034	1.87	9	0	0	0	0	0
MRPS26	0.909299	0.97634	0.113171	0.100471	0.977293	0.56039	1.673	8	0	0	0	0	0
OR2J3	0.882955	0.969159	0.117398	0.10046	0.977296	0.560515	1.246	6	0	0	0	0	0
TSPAN5	0.886027	0.970004	0.116886	0.100457	0.977298	0.560586	0.381	1	0	0	0	0	0
BCL7A	0.877959	0.96778	0.11822	0.100448	0.9773	0.560638	0.725	3	0	0	0	0	0
OR5P3	0.886716	0.970194	0.116752	0.10044	0.977302	0.560688	1.286	7	0	0	0	0	0
OR51I1	0.87279	0.966348	0.119085	0.100439	0.977304	0.56074	1.622	8	0	0	0	0	0
GAR1	0.919919	0.979194	0.111482	0.10042	0.977305	0.560791	0.686	3	0	0	0	0	0
BMP3	0.822407	0.952066	0.128251	0.100419	0.977307	0.560812	0.654	3	0	0	0	1	2
KITLG	0.90222	0.974425	0.114222	0.100417	0.977309	0.560863	0.419	1	0	0	0	0	0
PRAMEF13	0.955512	0.988592	0.106305	0.100417	0.977311	0.560914	1.889	9	0	0	0	0	0
OR11H4	0.881732	0.968822	0.117543	0.10041	0.977313	0.560966	1.905	9	0	0	0	0	0
PEX11G	0.879411	0.968182	0.11792	0.100401	0.977315	0.561016	1.66	8	0	0	0	0	0
RCVRN	0.889721	0.971018	0.116201	0.10039	0.977316	0.561105	1.854	9	0	0	0	0	0
OR6K6	0.875493	0.967098	0.118559	0.100382	0.977318	0.561157	1.601	8	0	0	0	0	0
OR5H15	0.894571	0.972344	0.115398	0.100377	0.97732	0.561209	1.959	9	0	0	0	0	0
OR4M1	0.884531	0.969593	0.11702	0.100361	0.977322	0.561313	1.44	7	0	0	0	0	0
TRIM56	0.600332	0.880512	0.189853	0.100356	0.977324	0.561358	0.896	4	0	0	0	0	1
NEU3	0.804481	0.946836	0.131746	0.100353	0.977325	0.561378	1.343	7	0	0	0	1	2
RNF114	0.87496	0.96695	0.118606	0.100346	0.977327	0.561429	0.797	4	0	0	0	0	0
OR52N2	0.861301	0.963144	0.120962	0.100345	0.977329	0.56148	1.902	9	0	0	0	0	0
OR52N4	0.875756	0.967171	0.118454	0.100331	0.977331	0.561532	1.913	9	0	0	0	0	0
OR2T2	0.869474	0.965426	0.119524	0.10033	0.977333	0.561584	1.517	8	0	0	0	0	0
OR51J1	0.871549	0.966003	0.119154	0.100318	0.977336	0.561705	0.88	4	0	0	0	0	0
KLK7	0.875493	0.967098	0.11848	0.100316	0.977338	0.561755	1.293	7	0	0	0	0	0
C21orf91	0.894391	0.972295	0.115352	0.100312	0.97734	0.561806	0.957	5	0	0	0	0	0
TLX3	0.885589	0.969884	0.116785	0.100309	0.977342	0.561856	0.822	4	0	0	0	0	0
OR2J1	0.875364	0.967062	0.11849	0.100305	0.977344	0.561927	1.415	7	0	0	0	0	0
SFTPA1	0.881644	0.968798	0.117433	0.100304	0.977345	0.561978	1.45	7	0	0	0	0	0
KLK9	0.870892	0.965821	0.119233	0.10029	0.977347	0.562029	1.532	8	0	0	0	0	0
DKKL1	0.873836	0.966639	0.118715	0.100277	0.977349	0.56208	1.428	7	0	0	0	0	0
CBWD5	0.984329	0.996023	0.102278	0.100275	0.977351	0.562131	1.946	9	0	0	0	0	0
RPS3	0.876906	0.967489	0.118181	0.100265	0.977354	0.562233	0.38	1	0	0	0	0	0
CCDC54	0.88845	0.970669	0.11626	0.100261	0.977358	0.562334	1.911	9	0	0	0	0	0
OR1S2	0.881291	0.968701	0.11743	0.100251	0.977362	0.562436	1.874	9	0	0	0	0	0
ATF1	0.886582	0.970157	0.11654	0.100239	0.977363	0.562487	0.477	2	0	0	0	0	0
FGFBP3	0.929585	0.981771	0.109834	0.100239	0.977365	0.562539	1.893	9	0	0	0	0	0
E2F6	0.888679	0.970732	0.116189	0.100233	0.977367	0.562591	0.684	3	0	0	0	0	0
STEAP1	0.887981	0.970541	0.116295	0.100226	0.977371	0.562657	1.195	6	0	0	0	0	0
OR2F1	0.881146	0.968661	0.117423	0.100224	0.977373	0.562707	1.748	8	0	0	0	0	0
BCL2L10	0.89843	0.973395	0.114598	0.100219	0.977374	0.562756	1.735	8	0	0	0	0	0
HNRNPCL1	0.880482	0.968478	0.117523	0.100215	0.977376	0.562811	1.768	9	0	0	0	0	0
OR2G2	0.863627	0.963795	0.120398	0.100215	0.977378	0.562861	1.418	7	0	0	0	0	0
PHOX2B	0.887963	0.970536	0.116276	0.100207	0.97738	0.562915	0.34	1	0	0	0	0	0
FAM64A	0.860637	0.962957	0.12091	0.100205	0.977382	0.562967	1.141	6	0	0	0	0	0
STX8	0.897385	0.973111	0.114745	0.100202	0.977383	0.563018	1.252	7	0	0	0	0	0
PDK4	0.839944	0.957105	0.124637	0.100197	0.977387	0.563086	1.241	6	0	0	0	1	2
OR2A2	0.876959	0.967504	0.118091	0.100195	0.977389	0.563162	1.514	8	0	0	0	0	0
FAM86B1	0.911601	0.976961	0.112502	0.100194	0.977391	0.563214	1.844	9	0	0	0	0	0
OR2V1	0.873337	0.9665	0.118697	0.10019	0.977392	0.563265	1.906	9	0	0	0	0	0
TAS2R40	0.876027	0.967246	0.118235	0.100185	0.977394	0.563314	1.312	7	0	0	0	0	0
ACTL10	0.856268	0.96173	0.121653	0.100181	0.977396	0.563363	1.405	7	0	0	0	0	0
RNASEH2B	0.901014	0.974098	0.114134	0.100173	0.977398	0.563415	1.247	6	0	0	0	0	0
ZAP70	0.628361	0.890478	0.179025	0.100172	0.9774	0.563443	0.364	1	0	0	0	0	1
FCGR2B	0.893786	0.972129	0.115286	0.100169	0.977401	0.563494	0.634	3	0	0	0	0	0
OR8G5	0.870774	0.965788	0.119091	0.100153	0.977403	0.563545	1.558	8	0	0	0	0	0
BATF2	0.874378	0.966789	0.118473	0.10015	0.977405	0.563597	1.068	5	0	0	0	0	0
RDM1	0.890032	0.971103	0.115845	0.100126	0.977407	0.563648	1.598	8	0	0	0	0	0
HPDL	0.791932	0.943126	0.134053	0.100123	0.977409	0.563669	1.433	7	0	0	0	1	2
PGAM1	0.875744	0.967168	0.118201	0.100115	0.977412	0.563771	1.676	8	0	0	0	0	0
